City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Gorontalo,ID,0.5412,123.0595,75.16,95,71,3.15,broken clouds
351,Maiduguri,NG,11.8464,13.1603,106.27,6,30,3.69,scattered clouds
352,Kochi,IN,9.9399,76.2602,84.2,74,40,2.3,haze
353,Tadine,NC,-21.55,167.8833,74.97,79,3,12.12,clear sky
354,Fengzhen,CN,40.4394,113.1536,41.81,61,3,6.55,clear sky
355,Jedrzejow,PL,50.6394,20.3045,51.01,42,100,8.99,overcast clouds
356,Vanimo,PG,-2.6741,141.3028,77.92,86,72,4.36,broken clouds
357,Kawalu,ID,-7.3817,108.2082,73.42,94,91,1.83,overcast clouds
358,Mitu,CO,1.1983,-70.1733,84.18,67,89,3.4,overcast clouds
359,Baton Rouge,US,30.4508,-91.1545,75.0,73,75,4.61,broken clouds
360,Sabathu,IN,30.9719,76.9933,59.11,35,45,4.0,scattered clouds
361,Sosnovo-Ozerskoye,RU,52.5249,111.5418,26.89,78,100,6.51,overcast clouds
362,Ketchikan,US,55.3422,-131.6461,32.0,100,90,9.22,snow
363,Clinton,US,42.587,-82.9199,39.2,33,20,4.61,few clouds
364,Bosaso,SO,11.2842,49.1816,78.1,74,41,3.4,scattered clouds
365,Zacualpan,MX,21.25,-105.1667,66.2,68,1,4.18,clear sky
366,Kadambur,IN,8.9833,77.8667,81.63,64,0,11.9,clear sky
367,Mana,GF,5.6592,-53.7767,75.88,88,100,2.82,overcast clouds
368,Naze,JP,28.3667,129.4833,57.72,72,84,8.7,broken clouds
369,Iracoubo,GF,5.4802,-53.2011,78.55,84,100,4.54,overcast clouds
370,Milas,TR,37.3164,27.7839,59.0,47,0,5.75,clear sky
371,Casambalangan,PH,18.3765,122.1274,74.77,83,96,11.43,overcast clouds
372,Nizhniy Kuranakh,RU,58.8353,125.4869,25.48,83,100,12.8,light snow
373,Acajutla,SV,13.5928,-89.8275,84.2,45,0,2.3,clear sky
374,Jalu,LY,29.0331,21.5482,74.7,19,2,10.31,clear sky
375,Zonguldak,TR,41.25,31.8333,42.26,71,100,1.39,overcast clouds
376,Aksarka,RU,66.5606,67.7975,-0.81,97,99,6.24,overcast clouds
377,Ulagan,RU,50.6321,87.9563,-6.99,96,80,2.64,broken clouds
378,Norman Wells,CA,65.282,-126.8329,-14.8,84,20,8.05,few clouds
379,Boke,GN,10.9409,-14.2967,101.1,23,100,7.45,overcast clouds
380,Tyumentsevo,RU,53.3224,81.498,-6.25,98,96,10.31,overcast clouds
381,Luanda,AO,-8.8368,13.2343,84.2,74,75,11.5,broken clouds
382,Coahuayana,MX,18.7333,-103.6833,80.6,36,1,2.06,clear sky
383,Tonantins,BR,-2.8731,-67.8022,83.57,79,90,3.91,overcast clouds
384,Kununurra,AU,-15.7667,128.7333,78.8,100,69,4.61,broken clouds
385,Aldan,RU,58.6031,125.3894,21.49,88,100,13.98,snow
386,Hami,CN,42.8,93.45,57.2,24,39,10.02,scattered clouds
387,Alugan,PH,12.2188,125.4808,77.76,84,97,4.0,overcast clouds
388,Vestmanna,FO,62.1564,-7.1664,41.0,93,75,29.93,broken clouds
389,Barcelos,PT,41.5388,-8.6151,59.0,67,20,9.22,few clouds
390,Poso,ID,-1.3959,120.7524,81.0,77,82,3.94,broken clouds
391,Sabang,ID,5.8933,95.3214,82.92,75,100,11.68,overcast clouds
392,Roald,NO,62.5833,6.1333,44.6,61,0,4.61,clear sky
393,Saint George,US,37.1041,-113.5841,34.0,93,90,3.44,light snow
394,Flin Flon,CA,54.7682,-101.865,26.6,63,75,10.36,broken clouds
395,Dingle,PH,10.9995,122.6711,73.87,96,100,5.7,moderate rain
396,Alyangula,AU,-13.8483,136.4192,77.0,100,99,6.87,overcast clouds
397,Iseyin,NG,7.9667,3.6,91.29,42,100,7.02,overcast clouds
398,Mamallapuram,IN,12.6264,80.1722,80.6,69,0,6.91,clear sky
399,Palora,EC,-1.7,-77.9333,73.4,73,75,5.75,broken clouds
400,Demyansk,RU,57.643,32.466,33.48,93,100,6.89,overcast clouds
401,Torbay,CA,47.6666,-52.7314,45.0,61,20,14.97,few clouds
402,Campbell River,CA,50.0163,-125.2446,42.01,100,75,2.3,fog
403,Malinovoye Ozero,RU,51.6753,79.7825,-3.57,95,26,6.51,scattered clouds
404,Curup,ID,-3.4667,102.5333,67.42,98,100,1.07,overcast clouds
405,Dolores,AR,-36.3132,-57.6792,85.68,22,37,3.6,scattered clouds
406,Chapleau,CA,47.8405,-83.4034,24.8,58,90,11.5,overcast clouds
407,Le Port,RE,-20.9373,55.2919,78.8,73,90,10.36,overcast clouds
408,Bojnurd,IR,37.4747,57.329,21.2,86,90,6.91,snow
409,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,85.5,72,99,2.01,overcast clouds
410,Samarai,PG,-10.6167,150.6667,81.63,80,95,9.01,overcast clouds
411,Nyurba,RU,63.2842,118.3319,10.26,88,53,9.98,broken clouds
412,Narsaq,GL,60.9167,-46.05,24.8,36,75,2.3,broken clouds
413,Mattru,SL,7.6244,-11.8332,93.02,44,100,4.61,overcast clouds
414,Santiago Del Estero,AR,-27.7951,-64.2615,77.5,46,100,4.45,overcast clouds
415,Rey Bouba,CM,8.6724,14.1786,105.51,18,72,2.75,broken clouds
416,Oron,NG,4.8256,8.2343,87.55,62,99,8.75,light rain
417,Dzilam Gonzalez,MX,21.2833,-88.9333,82.15,49,0,7.83,clear sky
418,Saint-Joseph,RE,-21.3667,55.6167,78.8,73,0,16.11,clear sky
419,Olinda,BR,-8.0089,-34.8553,84.2,58,40,12.66,scattered clouds
420,Gus-Zheleznyy,RU,55.0581,41.1656,21.34,91,100,13.8,light snow
421,Lakhdenpokhya,RU,61.5198,30.1992,34.0,97,100,9.06,overcast clouds
422,Bhatkal,IN,13.9667,74.5667,80.56,80,0,4.32,clear sky
423,Gat,IL,31.61,34.7642,63.0,45,0,7.38,clear sky
424,Kalaleh,IR,37.3807,55.4916,32.0,100,90,1.95,light snow
425,Haapiti,PF,-17.5667,-149.8667,77.0,88,20,4.61,light rain
426,Chumphon,TH,10.3333,98.8333,69.69,95,0,1.95,clear sky
427,Merauke,ID,-8.4667,140.3333,79.11,82,100,1.32,overcast clouds
428,Talaya,RU,61.3833,152.75,-17.68,99,100,2.75,overcast clouds
429,Nha Trang,VN,12.25,109.1833,78.8,73,20,12.66,few clouds
430,Kidal,ML,18.4411,1.4078,88.47,13,0,14.05,clear sky
431,Goba,ET,7.0167,39.9833,57.7,49,15,6.15,few clouds
432,Fallon,US,39.4735,-118.7774,35.6,41,1,4.61,clear sky
433,Nenjiang,CN,49.1833,125.2167,28.85,71,22,5.91,few clouds
434,Assiniboia,CA,49.6334,-105.9845,41.0,33,0,2.3,clear sky
435,Borovskoy,KZ,53.8,64.15,5.36,90,0,8.37,clear sky
436,San Cristobal,VE,7.7669,-72.225,75.2,73,75,2.3,fog
437,Leninskoye,KZ,41.7589,69.3864,50.0,87,90,6.91,mist
438,Tombouctou,ML,20.0,-3.0,86.34,19,91,13.69,overcast clouds
439,Helong,CN,42.5397,128.9972,34.66,93,9,4.32,clear sky
440,Awash,ET,8.9833,40.1667,89.38,23,61,9.66,broken clouds
441,La Ronge,CA,55.1001,-105.2842,26.6,59,44,6.91,scattered clouds
442,Liverpool,GB,53.4106,-2.9779,48.2,61,40,26.46,scattered clouds
443,Taloqan,AF,36.7361,69.5345,60.57,55,100,1.52,overcast clouds
444,Shirokiy,RU,49.758,129.523,23.29,84,0,5.68,clear sky
445,Moerai,PF,-22.4333,-151.3333,79.77,76,100,8.99,overcast clouds
446,Vila Velha,BR,-20.3297,-40.2925,87.8,51,20,12.66,few clouds
447,Banjar,ID,-8.19,114.9675,75.2,100,75,17.27,broken clouds
448,Nanakuli,US,21.3906,-158.1547,69.8,78,1,9.22,clear sky
449,San Angelo,US,31.4638,-100.437,69.8,78,90,11.5,haze
450,Radhanpur,IN,23.8333,71.6,80.67,20,1,7.74,clear sky
451,Karasjok,NO,69.4719,25.5112,24.8,80,75,13.8,light snow
452,Ha Giang,VN,22.8333,104.9833,70.32,95,17,1.5,few clouds
453,Viedma,AR,-40.8135,-62.9967,85.5,17,0,7.27,clear sky
454,Amapa,BR,1.0,-52.0,90.72,53,78,1.77,broken clouds
455,Fort Saint James,CA,54.4333,-124.25,34.56,88,100,8.05,overcast clouds
456,Inverell,AU,-29.7833,151.1167,64.99,98,0,6.06,clear sky
457,Tanete,ID,-3.9443,119.7848,75.72,90,19,1.23,few clouds
458,Champaign,US,40.1334,-88.2001,46.4,49,1,11.5,clear sky
459,Belmonte,BR,-15.8631,-38.8828,87.8,62,20,6.91,few clouds
460,Mezen,RU,65.8522,44.24,10.13,95,88,5.97,overcast clouds
461,Verkhnyaya Inta,RU,65.9811,60.3094,15.96,89,100,19.53,overcast clouds
462,Champerico,GT,14.3,-91.9167,84.2,74,40,6.91,scattered clouds
463,Quatre Cocos,MU,-20.2078,57.7625,80.6,78,40,11.5,scattered clouds
464,Khanewal,PK,30.3,71.9333,73.4,60,73,3.65,smoke
465,Balmazujvaros,HU,47.6167,21.35,53.6,50,0,14.97,clear sky
466,Grand Gaube,MU,-20.0064,57.6608,80.01,75,72,4.0,broken clouds
467,Slave Lake,CA,55.2834,-114.769,33.8,75,90,12.66,overcast clouds
468,Belaya Gora,RU,68.5333,146.4167,-23.13,90,0,1.83,clear sky
469,Nelson,NZ,-41.2833,173.2833,53.01,82,0,1.99,clear sky
470,Cozumel,MX,20.5083,-86.9458,81.0,61,40,16.11,scattered clouds
471,Sisimiut,GL,66.9395,-53.6735,14.41,81,96,4.74,overcast clouds
472,Sobolevo,RU,54.4299,31.8996,33.15,97,100,14.27,overcast clouds
473,Caldwell,US,43.6629,-116.6874,37.99,60,1,4.0,clear sky
474,Uglegorsk,RU,49.0833,142.0333,30.31,87,0,7.4,clear sky
475,Baker City,US,44.7749,-117.8344,35.6,69,1,3.44,clear sky
476,Beeskow,DE,52.1667,14.25,45.0,79,100,10.0,overcast clouds
477,Hay River,CA,60.8156,-115.7999,-7.6,71,90,4.61,overcast clouds
478,Tukrah,LY,32.5341,20.5791,58.86,60,55,12.08,broken clouds
479,Talnakh,RU,69.4865,88.3972,-16.82,97,100,9.08,overcast clouds
480,Talcahuano,CL,-36.7167,-73.1167,59.0,82,90,12.66,overcast clouds
481,Katangli,RU,51.7102,143.2326,28.49,92,70,12.82,broken clouds
482,Honiara,SB,-9.4333,159.95,76.57,90,100,2.48,overcast clouds
483,Hofn,IS,64.2539,-15.2082,34.86,57,100,26.78,light snow
484,Uray,RU,60.1247,64.7758,15.15,87,0,8.9,clear sky
485,Kumo,NG,10.0447,11.2122,102.2,16,37,14.97,scattered clouds
486,Ariquemes,BR,-9.9133,-63.0408,84.79,72,82,2.64,broken clouds
487,Ruangwa,TZ,-10.0667,38.9333,74.37,85,98,2.59,overcast clouds
488,Kant,IN,27.8,79.8,74.59,31,1,6.31,clear sky
489,Adrar,MR,20.5022,-10.0711,84.65,8,93,11.36,overcast clouds
490,Ibb,YE,13.9667,44.1833,68.74,36,64,2.39,broken clouds
491,Kushiro,JP,42.975,144.3747,32.56,83,100,9.1,overcast clouds
492,Carutapera,BR,-1.195,-46.02,80.85,87,100,6.29,overcast clouds
493,Yinchuan,CN,38.4681,106.2731,58.03,31,44,5.73,scattered clouds
494,Nalut,LY,30.3333,10.85,69.35,29,100,4.92,overcast clouds
495,Vanavara,RU,60.34,102.2797,2.01,96,56,5.86,broken clouds
496,Horsham,GB,51.064,-0.3272,48.99,57,40,14.97,scattered clouds
497,Casper,US,42.8666,-106.3131,32.0,93,90,8.05,fog
498,Vanderhoof,CA,54.0166,-124.0198,36.68,81,100,7.31,overcast clouds
499,Chita,RU,52.0333,113.55,28.4,69,48,4.47,scattered clouds
500,Valdivia,CL,-39.8142,-73.2459,62.6,67,75,4.61,broken clouds
501,Temirtau,KZ,50.0544,72.9483,-16.6,69,0,6.71,clear sky
502,Lubao,PH,14.9167,120.55,78.8,73,75,4.61,broken clouds
503,Paracatu,BR,-17.2222,-46.8747,79.74,76,26,6.35,scattered clouds
504,Hovd,MN,48.0056,91.6419,39.61,46,93,12.93,overcast clouds
505,Hambantota,LK,6.1241,81.1185,80.6,94,20,6.91,few clouds
506,Trenggalek,ID,-8.05,111.7167,75.16,89,100,2.37,overcast clouds
507,Yerbogachen,RU,61.2767,108.0108,2.75,93,44,7.11,scattered clouds
508,Bubaque,GW,11.2833,-15.8333,78.57,64,98,13.85,overcast clouds
509,Trairi,BR,-3.2778,-39.2689,86.5,61,91,11.39,light rain
510,Avera,US,33.194,-82.5271,75.2,53,1,8.05,clear sky
511,Kirksville,US,40.1948,-92.5833,50.0,53,1,14.97,clear sky
512,Manokwari,ID,-0.8667,134.0833,78.69,78,100,2.37,overcast clouds
513,Qabaqcol,AZ,41.72,46.2647,33.8,80,90,6.91,overcast clouds
514,Gurupi,BR,-11.7292,-49.0686,84.96,67,50,3.24,scattered clouds
515,Geraldton,AU,-28.7667,114.6,75.2,31,0,17.27,clear sky
516,Krasnoselkup,RU,65.7,82.4667,-23.78,92,0,11.34,clear sky
517,Athabasca,CA,54.7169,-113.2854,28.4,80,49,5.75,light snow
518,Sibu,MY,2.3,111.8167,75.2,100,40,4.61,scattered clouds
519,Half Moon Bay,US,37.4636,-122.4286,51.01,81,90,10.36,overcast clouds
520,Beckley,US,37.7782,-81.1882,46.0,57,1,3.44,clear sky
521,Lasa,IT,46.6166,10.7002,60.8,42,20,8.05,few clouds
522,Asopos,GR,36.7333,22.8667,58.96,71,100,6.49,overcast clouds
523,Teruel,ES,40.6667,-0.6667,60.8,27,0,3.44,light rain
524,Kurumkan,RU,54.3,110.3,30.16,95,100,1.28,overcast clouds
525,Namibe,AO,-15.1961,12.1522,82.4,65,40,17.27,scattered clouds
526,Neiafu,TO,-18.65,-173.9833,68.0,100,20,2.73,few clouds
527,Buckeye,US,33.3703,-112.5838,53.01,70,57,1.01,broken clouds
528,Lewistown,US,40.5992,-77.5714,41.0,28,1,5.75,clear sky
529,Yuzhne,UA,46.6221,31.1013,41.0,87,0,6.71,clear sky
530,Taltal,CL,-25.4,-70.4833,70.99,73,9,5.97,clear sky
531,Kasongo,CD,-4.45,26.6667,78.78,80,96,0.67,light rain
532,Santa Cecilia,BR,-26.9608,-50.4269,80.06,42,40,2.93,scattered clouds
533,Heihe,CN,50.2441,127.4902,39.2,41,0,8.95,clear sky
534,Mehamn,NO,71.0357,27.8492,21.51,89,98,6.22,overcast clouds
535,Wanning,CN,18.8003,110.3967,70.72,92,17,3.27,few clouds
536,Chapais,CA,49.7834,-74.8492,6.8,66,75,10.36,broken clouds
537,Grimshaw,CA,56.1834,-117.6027,28.99,80,90,13.8,overcast clouds
538,Jiwani,PK,25.05,61.7417,74.98,88,0,11.01,clear sky
539,Helmstedt,DE,52.2279,11.0099,41.0,88,100,5.01,overcast clouds
540,Cap Malheureux,MU,-19.9842,57.6142,80.01,75,64,4.0,broken clouds
541,Biryusinsk,RU,55.9634,97.8235,12.24,93,100,9.75,light snow
542,Uchiza,PE,-8.4592,-76.4633,84.38,61,21,2.53,few clouds
543,Yarkovo,RU,57.4028,67.0786,20.57,90,100,7.92,overcast clouds
544,Illapel,CL,-31.6308,-71.1653,78.84,43,2,7.81,clear sky
545,Umm Kaddadah,SD,13.6017,26.6876,92.59,11,32,14.76,scattered clouds
546,Baykit,RU,61.67,96.37,7.39,92,99,11.63,light snow
547,Manaure,CO,11.7751,-72.4445,83.97,56,80,9.66,broken clouds
548,Mus,TR,39.0,41.75,19.33,78,0,4.68,clear sky
549,Bada,RU,51.392,109.8717,32.83,73,40,5.37,scattered clouds
550,Oussouye,SN,12.485,-16.5469,100.4,46,0,6.91,clear sky
551,Denpasar,ID,-8.65,115.2167,75.2,100,75,17.27,broken clouds
552,Cockburn Town,TC,21.4612,-71.1419,76.17,76,0,18.63,clear sky
553,San Policarpo,PH,12.1791,125.5072,78.19,83,98,3.98,overcast clouds
554,Dargaville,NZ,-35.9333,173.8833,55.85,92,3,3.38,clear sky
555,Xuanhua,CN,40.6103,115.0447,44.11,68,12,6.04,few clouds
556,Uvalde,US,29.3669,-99.767,73.0,88,90,12.66,overcast clouds
557,Darnah,LY,32.767,22.6367,58.69,64,64,9.35,broken clouds
558,Marsa Matruh,EG,31.3525,27.2453,62.6,59,75,11.5,broken clouds
559,Rabo De Peixe,PT,37.8,-25.5833,59.0,94,75,21.85,broken clouds
560,Nogliki,RU,51.8333,143.1667,28.38,92,73,12.37,broken clouds
561,Shahrud,IR,36.4182,54.9763,22.08,73,22,6.53,few clouds
562,Lida,BY,53.8833,25.2997,35.13,95,97,9.08,overcast clouds
563,Kroya,ID,-7.6331,109.2461,78.62,82,97,3.33,light rain
564,Yozgat,TR,39.5833,35.3333,41.56,44,51,2.95,broken clouds
565,Saryg-Sep,RU,51.5,95.6,16.93,92,100,14.0,snow
566,San Lazaro,BZ,18.0387,-88.6622,84.99,61,1,8.05,clear sky
567,Quebrada Larga,HN,14.1,-86.3667,79.81,55,33,6.69,scattered clouds
568,Vardo,NO,70.3705,31.1107,24.8,74,75,8.05,light snow
569,Bowen,AU,-20.0167,148.2333,73.4,94,1,2.3,clear sky
570,Bayir,TR,37.2687,28.2167,59.0,47,0,5.75,clear sky
571,Pasni,PK,25.2631,63.471,73.36,88,0,2.04,clear sky
572,Havoysund,NO,70.9963,24.6622,24.8,86,90,3.44,overcast clouds
573,Bousse,BF,12.6606,-1.8922,93.2,12,0,6.91,dust
574,Ambon,ID,-3.6954,128.1814,77.0,94,40,5.75,heavy intensity rain
575,Tevaitoa,PF,-16.7833,-151.5,82.98,70,5,8.25,clear sky
576,Paralimni,CY,35.0375,33.9833,60.8,67,20,9.22,few clouds
577,Ixtapa,MX,20.7,-105.2,71.6,64,1,3.67,clear sky
578,Dmitriyevskoye,RU,45.8053,41.8967,29.32,80,9,8.3,clear sky
579,Araceli,PH,10.5529,119.9913,78.93,85,100,25.23,moderate rain
580,Razole,IN,16.4833,81.8333,82.4,61,7,9.22,clear sky
581,Novo Aripuana,BR,-5.1206,-60.3797,83.95,81,32,2.01,scattered clouds
582,Villazon,BO,-22.0866,-65.5942,56.5,50,52,9.66,broken clouds
583,Khandyga,RU,62.6667,135.6,-2.65,86,78,5.59,broken clouds
584,Rawson,AR,-43.3002,-65.1023,73.29,41,0,17.72,clear sky
585,Preobrazheniye,RU,42.9019,133.9064,34.65,73,100,2.57,overcast clouds
586,Maldonado,UY,-34.6667,-54.9167,72.0,64,20,12.66,few clouds
587,Qui Nhon,VN,13.7667,109.2333,74.1,88,8,11.3,clear sky
588,Kizukuri,JP,40.8061,140.3861,42.01,82,100,8.01,light rain
589,Harper,LR,4.375,-7.7169,84.51,71,100,8.68,light rain
590,Shetpe,KZ,44.1667,52.1167,26.82,43,66,10.65,broken clouds
591,Shangzhi,CN,45.2167,127.9667,25.02,87,8,2.28,clear sky
592,Constitucion,CL,-35.3333,-72.4167,66.92,69,0,7.9,clear sky
593,Port Hedland,AU,-20.3167,118.5667,82.4,89,40,3.44,scattered clouds
594,Sorong,ID,-0.8833,131.25,79.95,79,100,3.49,overcast clouds
595,Duartina,BR,-22.4144,-49.4039,87.8,51,20,5.75,few clouds
596,Svetlaya,RU,46.5389,138.3297,32.77,70,100,4.81,overcast clouds
597,Husavik,IS,66.0449,-17.3389,26.6,74,75,13.8,light snow
598,Lagoa,PT,39.05,-27.9833,59.61,84,100,25.5,overcast clouds
599,Birao,CF,10.2849,22.7882,102.33,8,96,6.87,overcast clouds
600,Umea,SE,63.8284,20.2597,30.2,86,90,4.61,overcast clouds
601,Manjakandriana,MG,-18.9167,47.8,68.0,68,3,10.36,clear sky
602,Berbera,SO,10.4396,45.0143,79.25,78,34,10.69,scattered clouds
603,Ducheng,CN,23.2373,111.5317,72.81,80,5,3.49,clear sky
604,Santa Pola,ES,38.1917,-0.5658,64.4,55,0,6.91,clear sky
605,Davidson,US,36.1501,-86.7833,53.6,87,90,6.91,overcast clouds
606,Beloha,MG,-25.1667,45.05,75.06,77,4,17.34,clear sky
607,Limbang,MY,4.75,115.0,77.0,94,75,2.3,broken clouds
608,Maragogi,BR,-9.0122,-35.2225,84.06,64,28,12.19,scattered clouds
609,Igarka,RU,67.4667,86.5833,-24.84,93,46,12.5,scattered clouds
610,Malanje,AO,-9.5402,16.341,74.7,84,58,4.0,light rain
611,Pleszew,PL,51.8964,17.7855,50.0,71,100,5.99,light rain
612,Omboue,GA,-1.5746,9.2618,83.08,72,99,9.6,overcast clouds
613,Letka,RU,59.6011,49.4232,17.13,88,99,14.03,overcast clouds
614,Noumea,NC,-22.2763,166.4572,71.6,83,20,2.3,few clouds
615,Necochea,AR,-38.5473,-58.7368,84.0,42,0,5.99,clear sky
616,Diffa,NE,13.3154,12.6113,104.65,5,95,13.13,overcast clouds
617,Puerto Penasco,MX,31.3167,-113.5333,55.0,87,20,8.05,few clouds
618,Ust-Kut,RU,56.7938,105.7672,16.74,96,100,3.02,light snow
619,Caibarien,CU,22.5206,-79.4669,80.6,50,75,16.11,broken clouds
620,Arrecife,ES,28.963,-13.5477,68.0,73,40,19.57,scattered clouds
621,Sena Madureira,BR,-9.0656,-68.6569,92.77,44,40,2.55,scattered clouds
622,Oleksandrivka,UA,48.9634,32.2349,36.16,94,100,7.11,overcast clouds
623,Waynesville,US,35.4887,-82.9887,60.01,93,100,0.27,overcast clouds
624,Yeppoon,AU,-23.1333,150.7333,75.2,78,0,2.3,clear sky
625,Brae,GB,60.3964,-1.353,42.8,81,75,23.02,broken clouds
626,Lulea,SE,65.5842,22.1547,24.8,93,90,5.75,overcast clouds
627,Nemuro,JP,43.3236,145.575,33.55,76,100,8.21,overcast clouds
628,Danville,US,36.586,-79.395,62.6,25,20,8.05,few clouds
629,Garachine,PA,8.0647,-78.3628,82.94,69,78,7.49,broken clouds
630,Saint-Francois,FR,46.4154,3.9054,46.99,87,75,6.91,light rain
631,Marbella,ES,36.5154,-4.8858,64.4,72,20,9.22,few clouds
632,Ilinskiy,RU,55.619,38.1182,28.0,86,75,6.71,light snow
633,Gizo,SB,-8.103,156.8419,81.88,74,93,9.86,overcast clouds
634,Pergamino,AR,-33.89,-60.5736,90.0,32,0,7.0,clear sky
635,Oswego,US,43.4501,-76.1497,30.99,47,1,13.8,clear sky
636,Yonibana,SL,8.4447,-12.245,96.08,37,91,4.79,overcast clouds
637,Palmer,US,42.1584,-72.3287,42.01,26,20,5.75,few clouds
638,Nekhayevskiy,RU,50.4106,41.7561,27.0,71,95,5.99,overcast clouds
639,Sarakhs,IR,36.5449,61.1577,24.8,93,100,4.61,overcast clouds
640,Kupang,ID,-10.1667,123.5833,78.48,85,56,2.86,broken clouds
641,Erenhot,CN,43.6475,111.9767,42.49,34,87,9.64,overcast clouds
642,Malatya,TR,38.5,38.0,48.2,18,0,3.44,clear sky
643,Anori,BR,-3.7728,-61.6442,88.97,59,91,2.35,overcast clouds
644,Neuquen,AR,-38.9516,-68.0591,78.8,27,0,9.22,clear sky
645,Ucluelet,CA,48.9329,-125.5528,46.99,76,75,5.75,broken clouds
646,Flinders,AU,-34.5833,150.8552,70.0,85,87,3.0,light rain
647,Kysyl-Syr,RU,63.8986,122.7617,15.53,93,100,8.03,light snow
648,Shamgarh,IN,24.1833,75.6333,78.58,23,0,8.72,clear sky
649,Plakhtiyivka,UA,46.1006,29.7217,41.72,88,100,6.17,overcast clouds
650,Bathsheba,BB,13.2167,-59.5167,82.4,61,40,18.41,scattered clouds
651,Wlodawa,PL,51.55,23.55,45.0,64,100,11.03,overcast clouds
652,Nizhniy Odes,RU,63.6445,54.856,16.38,94,74,8.05,broken clouds
653,Poum,NC,-20.2333,164.0167,79.27,74,100,15.32,overcast clouds
654,Nuuk,GL,64.1835,-51.7216,15.8,67,20,16.11,few clouds
655,Grodzisk Wielkopolski,PL,52.2276,16.3653,50.0,60,100,5.01,overcast clouds
656,San Pedro,PH,14.35,121.0167,79.0,78,75,4.61,broken clouds
657,Yashkul,RU,46.1711,45.3435,27.73,64,88,12.64,overcast clouds
658,Marystown,CA,47.1666,-55.1483,37.62,83,14,15.93,few clouds
659,Mahenge,TZ,-8.6833,36.7167,66.79,91,73,2.46,broken clouds
660,Elko,US,41.0002,-115.5012,28.0,59,0,0.54,clear sky
661,Comodoro Rivadavia,AR,-45.8667,-67.5,68.0,34,0,13.8,clear sky
662,Rumphi,MW,-11.0186,33.8575,67.95,95,59,2.86,light rain
663,Surt,LY,31.2089,16.5887,61.3,66,100,15.21,overcast clouds
664,Pak Chong,TH,14.708,101.4161,84.99,66,54,3.29,broken clouds
665,Boddam,GB,57.4667,-1.7833,46.4,57,90,13.8,overcast clouds
666,Zhangjiakou,CN,40.81,114.8794,42.58,59,27,5.57,scattered clouds
667,Shache,CN,38.4167,77.2406,52.38,26,87,0.96,overcast clouds
668,San Jose Iturbide,MX,21.0,-100.3833,66.99,63,1,5.75,clear sky
669,Nargana,PA,9.4428,-78.5906,81.59,71,89,12.91,overcast clouds
670,Bundaberg,AU,-24.85,152.35,75.99,94,40,5.75,scattered clouds
671,Arman,RU,59.7,150.1667,-4.81,71,0,7.38,clear sky
672,Lerwick,GB,60.1545,-1.1494,42.8,81,75,23.02,broken clouds
673,Nalobikha,RU,53.2006,84.6039,-3.37,95,100,10.63,overcast clouds
674,Shelburne,CA,44.0787,-80.2041,33.01,66,0,11.72,clear sky
675,Szigetvar,HU,46.0486,17.8055,57.2,44,0,10.36,clear sky
676,Nayoro,JP,44.3506,142.4578,30.29,83,100,0.45,overcast clouds
677,Ingham,US,42.6,-84.3833,41.0,35,1,4.61,clear sky
678,Puerto Colombia,CO,10.9878,-74.9547,80.44,69,85,19.95,overcast clouds
679,Port Blair,IN,11.6667,92.75,80.87,73,20,3.85,few clouds
680,Bantry,IE,51.6833,-9.45,42.8,65,20,27.63,light rain
681,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.0,62,0,8.95,clear sky
682,Kodino,RU,63.7198,39.6447,28.42,96,100,8.52,snow
683,Sao Mateus,BR,-18.7161,-39.8589,87.01,47,7,4.9,clear sky
684,Lukovetskiy,RU,64.2956,41.9211,19.4,79,75,4.47,snow
685,Plettenberg Bay,ZA,-34.0527,23.3716,70.97,72,67,3.62,broken clouds
686,Santa Maria Del Oro,MX,25.9333,-105.3667,69.22,17,87,19.42,overcast clouds
687,Zemio,CF,5.0314,25.1361,82.36,48,97,1.74,overcast clouds
688,Xingyi,CN,24.1877,102.817,54.01,65,2,2.82,clear sky
689,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,50,90,20.71,overcast clouds
690,Hirado,JP,33.3597,129.5531,50.0,62,22,7.87,few clouds
691,Muli,MV,2.9167,73.5667,83.57,72,71,10.69,broken clouds
692,Hue,VN,16.4667,107.6,73.4,94,40,2.3,scattered clouds
693,Harrisonburg,US,38.4496,-78.8689,55.99,38,95,1.86,overcast clouds
694,Miguel Auza,MX,24.2933,-103.4503,71.4,19,0,11.99,clear sky
695,Rocha,UY,-34.4833,-54.3333,74.75,49,54,8.7,broken clouds
696,Port Shepstone,ZA,-30.7414,30.455,79.11,81,0,20.24,clear sky
697,Gigmoto,PH,13.7796,124.39,75.45,96,100,14.2,light rain
698,Kalmunai,LK,7.4167,81.8167,79.83,82,61,10.83,broken clouds
699,Dakar,SN,14.6937,-17.4441,80.6,47,1,11.48,dust
700,Gasa,PS,31.5,34.4667,63.0,45,0,6.96,clear sky
701,Phayakkhaphum Phisai,TH,15.5163,103.1937,81.0,99,0,5.28,clear sky
702,Synya,RU,65.3718,58.0387,14.95,90,99,11.83,overcast clouds
